session_duration,page_navigation_rate,input_field_activity,mouse_click_frequency,suspicious_input_patterns,form_submission_rate,csrf_token_presence,unusual_headers,client_error_rate,failed_login_attempts,unusual_sql_queries,response_time,server_error_rate,request_rate,unusual_http_methods,ip_reputation_score,brute_force_signatures,suspicious_file_uploads,is_attack
346,3,16,46,0,1,1,0,1,1,0,336,1,16,0,74,0,0,0
47,7,0,6,1,8,0,1,8,5,1,1141,5,407,1,35,1,1,1
553,4,7,20,0,0,1,0,0,1,0,183,1,12,0,79,0,0,0
258,3,15,43,0,1,1,0,2,0,0,595,1,49,0,98,0,0,0
15,5,0,1,1,4,0,1,10,6,1,2864,8,208,1,11,1,1,1
32,12,1,4,1,8,0,1,6,9,1,1242,10,182,1,49,1,1,1
546,5,20,34,0,2,1,0,1,0,0,130,1,20,0,92,0,0,0
590,1,31,33,0,2,1,0,4,0,0,158,1,44,0,95,0,0,0
12,12,0,0,1,7,0,1,11,8,1,2099,14,317,1,33,1,1,1
527,1,13,28,0,1,1,0,4,1,0,565,1,20,0,95,0,0,0
42,8,0,0,1,5,0,1,14,3,1,1438,14,369,1,32,1,1,1
532,3,36,23,0,2,1,0,0,0,0,280,0,11,0,74,0,0,0
380,1,9,42,0,0,1,0,2,0,0,207,1,11,0,83,0,0,0
29,12,3,4,1,6,0,1,14,5,1,2604,11,272,1,5,1,1,1
565,2,23,33,0,2,1,0,1,1,0,520,1,41,0,99,0,0,0
30,12,2,0,1,5,0,1,9,4,1,2875,8,179,1,28,1,1,1
566,2,6,14,0,2,1,0,2,0,0,365,0,48,0,84,0,0,0
12,8,1,7,1,4,0,1,10,9,1,1256,13,235,1,25,1,1,1
12,9,1,6,1,4,0,1,9,6,1,1913,13,350,1,49,1,1,1
274,1,35,47,0,1,1,0,1,1,0,765,0,46,0,85,0,0,0
62,5,10,25,0,0,1,0,4,0,0,217,1,45,0,98,0,0,0
24,5,4,6,1,8,0,1,9,9,1,2791,11,392,1,25,1,1,1
88,3,26,9,0,1,1,0,2,0,0,486,0,46,0,71,0,0,0
529,3,8,17,0,0,1,0,2,0,0,766,0,16,0,96,0,0,0
235,2,17,16,0,2,1,0,0,0,0,363,0,32,0,84,0,0,0
337,3,25,29,0,0,1,0,2,0,0,452,0,17,0,93,0,0,0
7,14,1,0,1,7,0,1,14,7,1,2332,7,148,1,41,1,1,1
33,12,3,4,1,8,0,1,12,8,1,1878,10,433,1,2,1,1,1
443,3,12,8,0,0,1,0,2,0,0,734,0,26,0,84,0,0,0
442,3,33,19,0,2,1,0,4,1,0,152,0,24,0,78,0,0,0
279,2,17,35,0,0,1,0,2,1,0,509,0,47,0,89,0,0,0
5,8,1,4,1,5,0,1,12,9,1,1223,10,345,1,38,1,1,1
384,2,16,35,0,0,1,0,2,0,0,334,1,36,0,73,0,0,0
21,12,4,8,1,3,0,1,7,6,1,2832,7,406,1,49,1,1,1
12,12,4,5,1,8,0,1,13,9,1,2469,7,477,1,18,1,1,1
540,5,35,20,0,1,1,0,0,0,0,251,0,22,0,76,0,0,0
105,4,27,13,0,1,1,0,2,1,0,232,0,20,0,75,0,0,0
428,3,37,22,0,1,1,0,0,0,0,229,0,38,0,95,0,0,0
511,1,35,49,0,2,1,0,2,0,0,123,0,44,0,70,0,0,0
597,5,24,42,0,1,1,0,3,1,0,203,0,47,0,98,0,0,0
477,4,37,21,0,0,1,0,4,0,0,109,1,13,0,91,0,0,0
110,1,19,12,0,0,1,0,3,1,0,265,0,16,0,72,0,0,0
580,5,8,22,0,2,1,0,1,0,0,452,0,43,0,89,0,0,0
2,7,2,1,1,3,0,1,9,4,1,1323,11,474,1,23,1,1,1
16,9,2,1,1,8,0,1,11,4,1,2866,7,234,1,32,1,1,1
39,10,2,1,1,6,0,1,8,4,1,2584,8,148,1,44,1,1,1
409,2,33,46,0,1,1,0,3,0,0,397,0,18,0,81,0,0,0
143,5,18,26,0,1,1,0,4,0,0,727,1,19,0,72,0,0,0
210,5,11,48,0,0,1,0,3,0,0,281,1,33,0,81,0,0,0
1,11,2,9,1,3,0,1,13,3,1,2376,14,291,1,17,1,1,1
473,2,35,46,0,1,1,0,0,1,0,603,1,39,0,84,0,0,0
37,13,1,5,1,8,0,1,5,3,1,2681,9,434,1,46,1,1,1
472,4,38,16,0,2,1,0,4,0,0,282,0,36,0,95,0,0,0
93,5,33,9,0,1,1,0,2,0,0,159,1,13,0,79,0,0,0
38,7,3,0,1,8,0,1,6,5,1,1071,12,226,1,15,1,1,1
286,2,22,10,0,0,1,0,2,0,0,464,0,26,0,70,0,0,0
397,1,26,48,0,1,1,0,0,0,0,452,1,29,0,71,0,0,0
32,13,2,2,1,9,0,1,11,8,1,2534,13,159,1,37,1,1,1
596,1,13,22,0,0,1,0,1,1,0,349,1,47,0,99,0,0,0
235,1,12,7,0,1,1,0,1,1,0,558,0,33,0,96,0,0,0
561,1,22,10,0,1,1,0,4,1,0,112,1,38,0,92,0,0,0
433,1,34,41,0,0,1,0,0,0,0,610,0,25,0,71,0,0,0
528,3,24,22,0,1,1,0,3,1,0,354,0,24,0,83,0,0,0
549,3,26,27,0,1,1,0,4,1,0,752,0,44,0,99,0,0,0
48,13,4,6,1,6,0,1,14,3,1,962,5,235,1,33,1,1,1
18,9,3,2,1,6,0,1,6,8,1,2827,14,229,1,35,1,1,1
312,5,8,15,0,0,1,0,3,1,0,575,1,14,0,91,0,0,0
522,5,22,8,0,1,1,0,4,0,0,670,1,49,0,94,0,0,0
578,1,18,28,0,2,1,0,4,1,0,449,1,47,0,73,0,0,0
442,4,22,22,0,2,1,0,0,1,0,399,1,14,0,80,0,0,0
457,4,9,10,0,2,1,0,4,0,0,723,1,36,0,85,0,0,0
544,4,10,49,0,2,1,0,2,0,0,120,1,24,0,91,0,0,0
175,4,37,18,0,2,1,0,1,1,0,118,1,29,0,92,0,0,0
193,3,39,41,0,1,1,0,3,0,0,739,1,22,0,72,0,0,0
524,5,27,25,0,1,1,0,4,0,0,749,0,20,0,75,0,0,0
591,4,32,20,0,2,1,0,2,0,0,485,1,38,0,70,0,0,0
427,3,11,28,0,0,1,0,3,1,0,370,0,31,0,75,0,0,0
241,5,34,36,0,0,1,0,4,1,0,630,1,20,0,71,0,0,0
152,1,26,27,0,0,1,0,1,1,0,488,0,33,0,70,0,0,0
256,3,14,7,0,0,1,0,3,0,0,422,1,39,0,71,0,0,0
542,4,29,34,0,1,1,0,3,1,0,101,1,49,0,71,0,0,0
21,12,0,4,1,6,0,1,13,8,1,2998,5,409,1,49,1,1,1
158,5,36,33,0,1,1,0,1,1,0,597,1,48,0,70,0,0,0
18,11,0,0,1,7,0,1,6,4,1,2251,5,451,1,11,1,1,1
284,2,21,48,0,0,1,0,4,1,0,149,0,29,0,84,0,0,0
498,3,33,15,0,1,1,0,1,1,0,477,1,13,0,76,0,0,0
124,3,7,13,0,2,1,0,2,0,0,298,0,43,0,87,0,0,0
420,4,10,12,0,2,1,0,3,0,0,289,0,28,0,75,0,0,0
19,12,4,7,1,3,0,1,8,9,1,2893,11,400,1,26,1,1,1
202,2,28,6,0,1,1,0,3,0,0,730,1,40,0,86,0,0,0
271,5,10,8,0,0,1,0,1,1,0,593,1,14,0,80,0,0,0
327,2,38,49,0,2,1,0,4,1,0,289,1,29,0,83,0,0,0
326,3,5,29,0,2,1,0,2,0,0,406,0,23,0,92,0,0,0
584,2,19,42,0,0,1,0,2,0,0,158,0,39,0,93,0,0,0
4,7,3,4,1,3,0,1,12,7,1,1413,7,242,1,19,1,1,1
167,4,34,36,0,1,1,0,3,0,0,665,1,28,0,73,0,0,0
27,6,4,1,1,9,0,1,11,7,1,2854,8,128,1,25,1,1,1
13,11,0,1,1,6,0,1,5,5,1,1888,13,265,1,7,1,1,1
581,1,12,6,0,2,1,0,3,1,0,735,0,36,0,98,0,0,0
22,7,4,1,1,6,0,1,14,8,1,1313,6,302,1,49,1,1,1
288,4,12,10,0,2,1,0,0,1,0,320,0,39,0,75,0,0,0
25,10,4,1,1,9,0,1,7,7,1,1864,7,220,1,45,1,1,1
13,9,3,3,1,7,0,1,12,4,1,2108,9,320,1,8,1,1,1
252,5,28,18,0,2,1,0,2,1,0,649,1,16,0,82,0,0,0
454,3,24,9,0,2,1,0,3,0,0,448,0,29,0,87,0,0,0
80,2,9,45,0,2,1,0,3,1,0,325,0,26,0,86,0,0,0
430,2,21,22,0,1,1,0,2,1,0,173,0,12,0,71,0,0,0
413,4,6,16,0,1,1,0,4,0,0,144,0,27,0,81,0,0,0
215,5,29,35,0,2,1,0,0,1,0,225,1,31,0,92,0,0,0
27,12,4,1,1,6,0,1,6,7,1,1157,8,309,1,30,1,1,1
359,2,9,42,0,0,1,0,3,0,0,178,1,49,0,92,0,0,0
470,4,14,34,0,0,1,0,4,1,0,796,0,19,0,86,0,0,0
413,5,39,33,0,0,1,0,1,0,0,797,0,29,0,85,0,0,0
418,2,37,47,0,0,1,0,4,1,0,561,0,22,0,81,0,0,0
459,3,20,22,0,2,1,0,1,0,0,346,0,49,0,93,0,0,0
469,5,36,13,0,1,1,0,0,0,0,408,1,18,0,73,0,0,0
224,3,7,35,0,0,1,0,4,0,0,597,0,24,0,84,0,0,0
20,12,0,3,1,5,0,1,14,3,1,2664,13,210,1,35,1,1,1
186,4,29,26,0,1,1,0,4,0,0,478,0,21,0,77,0,0,0
502,2,13,30,0,1,1,0,1,0,0,608,1,16,0,97,0,0,0
44,4,6,14,0,1,1,0,1,0,0,475,0,27,0,78,0,0,0
11,9,2,9,1,7,0,1,14,8,1,1629,12,299,1,36,1,1,1
193,3,31,31,0,2,1,0,3,1,0,656,0,43,0,89,0,0,0
544,1,20,19,0,0,1,0,0,1,0,511,0,18,0,74,0,0,0
197,4,25,15,0,2,1,0,0,1,0,495,0,46,0,78,0,0,0
79,4,18,12,0,0,1,0,1,1,0,207,1,14,0,89,0,0,0
48,6,4,8,1,4,0,1,7,3,1,1228,5,216,1,41,1,1,1
25,14,0,4,1,6,0,1,11,7,1,808,10,139,1,43,1,1,1
169,3,22,33,0,1,1,0,2,1,0,169,0,31,0,84,0,0,0
46,4,30,17,0,2,1,0,0,1,0,193,1,42,0,72,0,0,0
40,8,2,2,1,7,0,1,13,9,1,1029,14,171,1,10,1,1,1
39,12,4,7,1,8,0,1,6,5,1,2089,10,111,1,43,1,1,1
49,13,2,7,1,6,0,1,12,8,1,1076,7,282,1,11,1,1,1
410,2,15,33,0,1,1,0,4,1,0,630,0,32,0,71,0,0,0
407,3,5,49,0,1,1,0,3,0,0,579,0,19,0,73,0,0,0
211,5,15,48,0,1,1,0,1,0,0,233,1,38,0,73,0,0,0
61,3,30,27,0,0,1,0,2,0,0,673,1,41,0,71,0,0,0
213,4,37,31,0,0,1,0,1,1,0,495,0,22,0,91,0,0,0
6,7,3,5,1,9,0,1,13,4,1,1566,6,178,1,49,1,1,1
347,4,37,42,0,2,1,0,0,1,0,375,1,11,0,87,0,0,0
66,2,38,44,0,0,1,0,0,1,0,236,1,16,0,93,0,0,0
573,4,10,34,0,2,1,0,4,0,0,394,1,28,0,88,0,0,0
17,14,0,6,1,7,0,1,11,5,1,1394,8,124,1,38,1,1,1
318,1,26,8,0,0,1,0,2,1,0,536,1,45,0,94,0,0,0
510,1,36,24,0,0,1,0,4,0,0,592,1,42,0,98,0,0,0
274,5,32,34,0,1,1,0,4,1,0,374,1,47,0,76,0,0,0
564,2,10,29,0,1,1,0,3,0,0,730,1,29,0,82,0,0,0
281,5,10,30,0,2,1,0,2,0,0,523,0,40,0,93,0,0,0
590,1,29,17,0,1,1,0,0,1,0,204,0,17,0,90,0,0,0
152,3,16,25,0,1,1,0,0,0,0,684,1,17,0,74,0,0,0
317,2,33,25,0,2,1,0,0,0,0,739,1,44,0,91,0,0,0
20,11,1,1,1,7,0,1,10,8,1,2328,14,463,1,3,1,1,1
24,11,2,1,1,9,0,1,8,6,1,2982,7,179,1,3,1,1,1
31,11,2,9,1,6,0,1,7,4,1,2121,12,166,1,47,1,1,1
173,1,31,9,0,1,1,0,2,1,0,603,0,47,0,84,0,0,0
21,7,2,3,1,9,0,1,12,5,1,2255,8,355,1,11,1,1,1
229,3,28,32,0,0,1,0,0,0,0,666,1,28,0,78,0,0,0
135,5,22,15,0,0,1,0,1,1,0,105,0,10,0,83,0,0,0
264,3,8,6,0,2,1,0,1,1,0,535,0,18,0,81,0,0,0
32,5,18,47,0,1,1,0,2,0,0,252,1,45,0,70,0,0,0
37,3,21,22,0,1,1,0,0,1,0,505,0,24,0,77,0,0,0
309,3,38,47,0,2,1,0,4,1,0,515,0,12,0,96,0,0,0
276,5,35,25,0,2,1,0,4,1,0,527,1,13,0,95,0,0,0
141,2,20,49,0,2,1,0,2,1,0,698,1,29,0,84,0,0,0
395,5,15,5,0,1,1,0,0,0,0,101,0,34,0,70,0,0,0
425,1,36,34,0,1,1,0,1,1,0,302,1,14,0,76,0,0,0
41,9,2,1,1,6,0,1,7,8,1,2805,9,186,1,7,1,1,1
384,3,32,17,0,0,1,0,3,0,0,553,1,10,0,92,0,0,0
85,3,13,5,0,1,1,0,4,0,0,533,0,41,0,90,0,0,0
460,3,31,40,0,1,1,0,1,1,0,597,1,45,0,72,0,0,0
359,4,11,38,0,0,1,0,3,1,0,656,1,49,0,88,0,0,0
406,4,28,22,0,0,1,0,0,0,0,644,1,19,0,95,0,0,0
144,2,25,17,0,2,1,0,1,0,0,177,1,36,0,92,0,0,0
595,2,36,30,0,2,1,0,1,0,0,644,0,34,0,95,0,0,0
419,5,9,16,0,1,1,0,2,1,0,449,0,15,0,74,0,0,0
27,5,3,6,1,4,0,1,11,9,1,2573,14,433,1,27,1,1,1
423,3,22,42,0,1,1,0,4,1,0,198,1,18,0,99,0,0,0
59,5,22,34,0,2,1,0,1,0,0,295,0,49,0,76,0,0,0
572,1,9,33,0,0,1,0,1,0,0,532,0,32,0,88,0,0,0
1,10,0,1,1,3,0,1,5,4,1,1939,6,332,1,21,1,1,1
48,14,1,1,1,4,0,1,14,5,1,2882,10,423,1,38,1,1,1
93,4,5,13,0,0,1,0,3,1,0,284,0,41,0,97,0,0,0
163,5,34,22,0,0,1,0,0,1,0,112,0,37,0,82,0,0,0
352,1,6,10,0,0,1,0,4,0,0,694,0,10,0,96,0,0,0
31,8,0,8,1,4,0,1,5,9,1,1036,11,187,1,17,1,1,1
38,5,3,7,1,7,0,1,9,7,1,1695,9,445,1,49,1,1,1
421,4,29,19,0,0,1,0,4,1,0,579,1,28,0,88,0,0,0
48,5,1,4,1,5,0,1,13,5,1,2835,5,312,1,4,1,1,1
488,2,27,49,0,1,1,0,4,1,0,239,0,10,0,81,0,0,0
36,9,1,6,1,3,0,1,10,4,1,2691,5,299,1,11,1,1,1
398,3,17,25,0,0,1,0,0,0,0,673,0,36,0,96,0,0,0
45,2,33,29,0,2,1,0,0,1,0,655,1,40,0,91,0,0,0
522,1,14,12,0,2,1,0,4,0,0,758,1,28,0,73,0,0,0
6,10,2,2,1,6,0,1,9,5,1,1688,10,360,1,30,1,1,1
49,8,3,6,1,4,0,1,7,4,1,2455,5,115,1,17,1,1,1
44,5,3,8,1,8,0,1,5,9,1,2651,11,182,1,1,1,1,1
582,5,30,37,0,0,1,0,3,1,0,610,1,34,0,84,0,0,0
59,3,34,27,0,0,1,0,3,0,0,559,0,28,0,77,0,0,0
144,3,13,46,0,0,1,0,4,0,0,502,1,27,0,86,0,0,0
84,4,35,48,0,0,1,0,0,0,0,796,1,16,0,72,0,0,0
332,2,32,6,0,2,1,0,4,1,0,372,0,38,0,99,0,0,0
451,4,19,9,0,2,1,0,3,0,0,306,1,28,0,91,0,0,0
85,4,7,49,0,2,1,0,2,0,0,450,1,32,0,88,0,0,0
54,2,26,8,0,0,1,0,2,0,0,223,0,30,0,87,0,0,0
9,14,3,8,1,5,0,1,9,7,1,2416,13,111,1,19,1,1,1
279,5,39,41,0,0,1,0,0,1,0,383,0,21,0,72,0,0,0
99,2,35,23,0,2,1,0,2,1,0,337,0,34,0,71,0,0,0
46,5,22,5,0,2,1,0,2,1,0,714,0,34,0,80,0,0,0
191,4,23,9,0,0,1,0,0,1,0,668,1,45,0,85,0,0,0
425,4,14,35,0,1,1,0,2,0,0,194,0,18,0,71,0,0,0
40,1,32,48,0,0,1,0,2,0,0,294,0,17,0,86,0,0,0
152,2,21,44,0,0,1,0,0,1,0,175,1,41,0,72,0,0,0
589,5,37,46,0,2,1,0,3,1,0,614,0,49,0,80,0,0,0
20,12,4,7,1,6,0,1,8,6,1,2454,7,333,1,21,1,1,1
22,6,4,8,1,3,0,1,7,8,1,1764,6,108,1,34,1,1,1
209,4,30,26,0,0,1,0,1,1,0,616,1,34,0,80,0,0,0
553,4,11,15,0,2,1,0,1,0,0,781,0,35,0,76,0,0,0
395,5,37,41,0,0,1,0,1,1,0,553,0,14,0,99,0,0,0
24,10,0,4,1,6,0,1,7,6,1,2827,8,273,1,33,1,1,1
538,4,14,48,0,1,1,0,3,0,0,523,1,24,0,78,0,0,0
191,2,36,24,0,0,1,0,0,1,0,501,1,18,0,72,0,0,0
437,3,28,7,0,1,1,0,0,1,0,451,0,26,0,87,0,0,0
423,1,6,15,0,1,1,0,2,1,0,725,1,30,0,76,0,0,0
594,3,7,42,0,2,1,0,0,1,0,381,1,37,0,76,0,0,0
285,3,14,30,0,1,1,0,4,1,0,745,1,14,0,98,0,0,0
4,12,3,8,1,4,0,1,14,7,1,2173,11,392,1,21,1,1,1
11,14,4,0,1,8,0,1,9,9,1,2057,14,392,1,34,1,1,1
20,11,2,9,1,8,0,1,14,3,1,2714,9,448,1,25,1,1,1
518,2,21,14,0,0,1,0,2,1,0,616,1,46,0,83,0,0,0
402,3,6,16,0,2,1,0,4,0,0,613,0,32,0,98,0,0,0
533,3,37,15,0,1,1,0,2,0,0,324,1,39,0,93,0,0,0
303,5,14,22,0,0,1,0,4,1,0,117,1,26,0,82,0,0,0
46,4,12,19,0,1,1,0,2,1,0,122,1,24,0,97,0,0,0
78,4,26,36,0,2,1,0,2,0,0,297,1,19,0,70,0,0,0
47,4,27,11,0,1,1,0,1,1,0,198,0,43,0,86,0,0,0
107,1,24,40,0,1,1,0,1,1,0,755,1,34,0,73,0,0,0
287,4,23,17,0,2,1,0,3,0,0,765,1,20,0,97,0,0,0
223,5,39,18,0,0,1,0,3,0,0,147,0,26,0,88,0,0,0
77,3,11,42,0,0,1,0,0,0,0,709,0,11,0,84,0,0,0
7,13,1,6,1,7,0,1,6,8,1,2504,6,276,1,31,1,1,1
14,5,3,7,1,4,0,1,8,8,1,900,12,303,1,19,1,1,1
35,7,2,7,1,4,0,1,7,7,1,1270,11,131,1,23,1,1,1
42,8,0,3,1,6,0,1,6,9,1,2760,6,115,1,37,1,1,1
129,4,11,42,0,2,1,0,0,0,0,673,1,23,0,70,0,0,0
30,5,28,5,0,1,1,0,3,1,0,500,1,22,0,81,0,0,0
191,2,25,48,0,1,1,0,0,0,0,615,1,49,0,93,0,0,0
183,3,28,33,0,1,1,0,3,0,0,347,0,43,0,83,0,0,0
18,13,4,3,1,4,0,1,5,5,1,1385,13,282,1,22,1,1,1
344,3,8,44,0,2,1,0,1,0,0,396,1,11,0,84,0,0,0
49,11,1,8,1,5,0,1,8,7,1,2589,8,328,1,36,1,1,1
27,10,4,8,1,5,0,1,8,3,1,843,9,321,1,24,1,1,1
441,4,20,36,0,2,1,0,1,1,0,713,1,21,0,93,0,0,0
15,12,0,4,1,5,0,1,10,5,1,2360,14,187,1,14,1,1,1
448,2,22,40,0,0,1,0,0,0,0,543,1,38,0,85,0,0,0
560,1,30,46,0,1,1,0,0,0,0,192,0,25,0,86,0,0,0
222,3,11,27,0,1,1,0,3,1,0,640,0,26,0,78,0,0,0
29,10,0,9,1,9,0,1,6,4,1,2369,6,251,1,22,1,1,1
31,5,19,19,0,1,1,0,4,0,0,669,1,42,0,94,0,0,0
554,3,35,44,0,0,1,0,0,0,0,608,0,34,0,98,0,0,0
29,9,3,0,1,8,0,1,8,5,1,1242,6,277,1,16,1,1,1
34,4,32,39,0,0,1,0,3,0,0,795,1,30,0,98,0,0,0
9,12,4,8,1,8,0,1,8,6,1,1712,12,450,1,0,1,1,1
407,3,5,18,0,2,1,0,0,1,0,635,0,39,0,82,0,0,0
6,11,0,4,1,8,0,1,9,9,1,2995,14,307,1,2,1,1,1
476,4,10,21,0,2,1,0,2,0,0,591,1,32,0,79,0,0,0
550,3,35,37,0,0,1,0,1,1,0,706,1,36,0,98,0,0,0
392,3,8,23,0,1,1,0,1,1,0,132,1,13,0,72,0,0,0
554,1,38,10,0,0,1,0,4,1,0,137,1,34,0,95,0,0,0
481,2,15,43,0,0,1,0,3,0,0,671,1,35,0,97,0,0,0
167,3,14,17,0,0,1,0,3,0,0,426,1,17,0,91,0,0,0
283,3,17,48,0,0,1,0,4,0,0,482,1,38,0,83,0,0,0
19,10,0,3,1,6,0,1,10,9,1,1020,14,270,1,37,1,1,1
100,2,14,25,0,1,1,0,4,0,0,252,1,35,0,78,0,0,0
54,4,36,46,0,2,1,0,4,0,0,792,1,21,0,85,0,0,0
12,9,4,3,1,7,0,1,14,6,1,977,11,484,1,30,1,1,1
26,12,0,6,1,8,0,1,5,9,1,1015,11,175,1,26,1,1,1
308,2,39,14,0,2,1,0,1,0,0,283,0,24,0,73,0,0,0
525,3,32,36,0,0,1,0,2,0,0,568,1,32,0,96,0,0,0
57,1,24,25,0,2,1,0,2,0,0,205,1,11,0,82,0,0,0
126,2,6,45,0,1,1,0,1,0,0,218,0,33,0,89,0,0,0
272,4,33,46,0,1,1,0,4,1,0,301,0,32,0,74,0,0,0
210,2,9,10,0,0,1,0,1,0,0,323,1,30,0,74,0,0,0
160,3,14,14,0,0,1,0,0,1,0,721,0,12,0,75,0,0,0
297,4,35,20,0,0,1,0,4,1,0,235,0,16,0,72,0,0,0
87,4,28,29,0,2,1,0,2,1,0,301,0,18,0,83,0,0,0
162,2,14,36,0,1,1,0,0,1,0,389,0,25,0,85,0,0,0
27,10,0,4,1,4,0,1,9,5,1,1396,7,384,1,41,1,1,1
35,8,2,2,1,8,0,1,8,5,1,2008,9,349,1,16,1,1,1
298,5,18,37,0,0,1,0,1,1,0,552,0,21,0,73,0,0,0
310,2,5,41,0,0,1,0,1,1,0,317,1,45,0,75,0,0,0
592,4,35,17,0,0,1,0,3,0,0,527,1,10,0,73,0,0,0
4,8,0,2,1,5,0,1,13,8,1,1221,13,373,1,36,1,1,1
86,4,31,19,0,0,1,0,3,0,0,686,0,42,0,95,0,0,0
23,8,4,8,1,9,0,1,12,4,1,2140,9,370,1,35,1,1,1
309,4,24,45,0,0,1,0,0,1,0,679,1,22,0,76,0,0,0
162,1,7,19,0,0,1,0,3,0,0,629,0,46,0,79,0,0,0
451,5,19,46,0,2,1,0,3,0,0,763,0,18,0,84,0,0,0
46,7,0,1,1,4,0,1,7,4,1,1649,13,379,1,46,1,1,1
22,11,3,2,1,7,0,1,14,4,1,2824,13,204,1,31,1,1,1
23,6,2,7,1,3,0,1,8,5,1,2443,14,305,1,41,1,1,1
503,1,9,17,0,1,1,0,1,1,0,130,1,18,0,82,0,0,0
77,4,7,31,0,1,1,0,4,0,0,236,1,18,0,82,0,0,0
44,12,4,1,1,9,0,1,11,6,1,2020,12,105,1,45,1,1,1
3,10,4,1,1,7,0,1,13,5,1,2051,13,226,1,0,1,1,1
370,3,37,36,0,2,1,0,1,1,0,201,1,32,0,90,0,0,0
149,2,18,43,0,0,1,0,2,1,0,448,0,42,0,96,0,0,0
29,9,4,4,1,9,0,1,6,9,1,2819,13,127,1,27,1,1,1
283,3,13,14,0,2,1,0,2,0,0,157,0,27,0,95,0,0,0
95,4,15,11,0,0,1,0,2,1,0,790,1,32,0,72,0,0,0
583,2,19,38,0,2,1,0,1,1,0,208,0,44,0,92,0,0,0
79,1,34,25,0,0,1,0,4,0,0,608,1,40,0,94,0,0,0
598,5,10,35,0,0,1,0,3,1,0,502,0,38,0,73,0,0,0
9,11,4,3,1,9,0,1,5,4,1,2212,10,274,1,6,1,1,1
344,5,5,45,0,0,1,0,1,1,0,595,1,37,0,82,0,0,0
43,11,4,0,1,9,0,1,11,6,1,1198,14,104,1,38,1,1,1
30,13,4,9,1,5,0,1,12,6,1,2127,8,206,1,1,1,1,1
7,11,4,5,1,3,0,1,11,7,1,2661,7,204,1,42,1,1,1
309,4,34,11,0,1,1,0,0,0,0,399,0,33,0,95,0,0,0
567,4,24,17,0,2,1,0,1,1,0,192,1,38,0,70,0,0,0
385,4,32,30,0,0,1,0,0,0,0,343,1,18,0,84,0,0,0
585,5,20,27,0,2,1,0,0,1,0,343,1,12,0,89,0,0,0
48,13,1,2,1,7,0,1,7,9,1,2165,11,335,1,6,1,1,1
215,4,29,7,0,1,1,0,4,0,0,364,0,31,0,86,0,0,0
75,4,24,13,0,2,1,0,0,1,0,595,1,45,0,91,0,0,0
423,2,33,46,0,0,1,0,1,1,0,401,1,23,0,78,0,0,0
370,1,8,11,0,0,1,0,3,1,0,151,1,13,0,91,0,0,0
227,4,33,26,0,0,1,0,0,1,0,650,1,28,0,87,0,0,0
524,3,18,39,0,0,1,0,1,1,0,469,1,38,0,74,0,0,0
428,5,18,35,0,1,1,0,1,0,0,456,0,22,0,96,0,0,0
572,5,15,11,0,0,1,0,4,1,0,649,0,29,0,90,0,0,0
9,11,2,3,1,6,0,1,6,6,1,2972,13,396,1,26,1,1,1
367,5,28,37,0,2,1,0,3,1,0,783,0,46,0,99,0,0,0
98,5,19,25,0,2,1,0,2,1,0,680,0,49,0,97,0,0,0
178,1,27,35,0,1,1,0,1,1,0,133,0,36,0,96,0,0,0
26,12,3,9,1,8,0,1,5,6,1,1278,11,237,1,17,1,1,1
28,14,0,6,1,6,0,1,14,8,1,848,5,269,1,30,1,1,1
363,5,17,18,0,0,1,0,0,1,0,378,1,24,0,91,0,0,0
20,10,4,1,1,5,0,1,6,3,1,2454,6,362,1,30,1,1,1
365,2,8,38,0,2,1,0,2,0,0,149,1,34,0,72,0,0,0
570,2,39,27,0,0,1,0,0,0,0,173,0,45,0,70,0,0,0
12,12,3,8,1,8,0,1,5,8,1,1616,13,301,1,21,1,1,1
40,9,3,8,1,4,0,1,8,4,1,1541,10,495,1,2,1,1,1
323,5,19,26,0,1,1,0,0,0,0,679,0,44,0,98,0,0,0
63,3,33,32,0,2,1,0,4,1,0,302,1,24,0,96,0,0,0
507,1,29,49,0,2,1,0,0,1,0,224,1,27,0,99,0,0,0
100,2,28,49,0,1,1,0,2,0,0,581,0,34,0,77,0,0,0
428,2,29,43,0,2,1,0,1,0,0,154,1,44,0,76,0,0,0
421,5,14,28,0,0,1,0,3,1,0,636,0,31,0,80,0,0,0
35,5,0,7,1,3,0,1,14,3,1,1931,9,177,1,33,1,1,1
355,4,16,44,0,0,1,0,1,0,0,580,1,25,0,87,0,0,0
32,9,1,4,1,4,0,1,6,9,1,2199,10,425,1,27,1,1,1
472,4,22,38,0,2,1,0,2,0,0,327,0,35,0,99,0,0,0
49,9,0,1,1,9,0,1,6,5,1,2625,5,420,1,29,1,1,1
335,3,36,44,0,1,1,0,0,0,0,644,1,34,0,91,0,0,0
213,1,34,21,0,1,1,0,2,0,0,561,0,39,0,84,0,0,0
345,2,31,38,0,1,1,0,4,0,0,118,0,48,0,81,0,0,0
28,13,0,2,1,9,0,1,9,7,1,2666,11,258,1,27,1,1,1
70,2,28,27,0,2,1,0,2,1,0,255,1,35,0,81,0,0,0
47,8,2,1,1,9,0,1,7,4,1,2666,13,327,1,29,1,1,1
352,4,29,33,0,0,1,0,4,1,0,600,1,26,0,78,0,0,0
282,1,5,34,0,2,1,0,2,0,0,697,0,11,0,83,0,0,0
